Source,Summary
Marketing: And we are a fashion forward technology company.,0
"Industrial Designer: well my personal preferences here, well we have to keep it simple.",1
Project Manager: I hope our Industrial Designer does this better because this is.,0
Marketing: we want something that people want in their home.,0
Industrial Designer: So hopefully that makes sense for everyone in my kind of garbled way.,0
"Marketing: If we are going to add a speech interface, I'm not sure with trendy slim size of the remote control it would be able to put a speech recog.",1
"User Interface: But you ca not you ca not use Bluetooth all the time, twenty four hours a day.",1
"Marketing: Was that does that mean to it, single curve?",0
Project Manager: See what was on the agenda.,0
"Marketing: Strangely enough it is more important to be fancy than to be wi, now that is the second thing it has to be, it has to be technologically i innovative,",1
"Project Manager: We were talking about it being more, a lot more tangible.",0
"Project Manager: Y maybe, two? We have two special colours.",1
"Marketing: I think I think the fact that, you know, ninety one point two percent of fifteen to twenty five year olds are saying yes, I would pay more for a voice recognition remote control, does say quite a lot really.",1
"Project Manager: Yeah, production cost is at twelve fifty, so.",0
Industrial Designer: And the company logo.,1
"User Interface: which should not be th that difficult to implement, like eighty to hundred word.",1
User Interface: I give it a four now.,0
"User Interface: And again, using bigger buttons, less number of buttons are also preferred, as I see.",1
"Project Manager: But let is try it, with the different the designs, the functional designs.",1
Marketing: I also have a preference for rubber.,1
User Interface: it is like you press this or this or.,0
Marketing: Then a surprisingly great deal of people w indicated that an LCD screen in the remote control would be preferred.,0
"Project Manager: Energy source I think we have, I think we have decided batteries, although not exciting, are probably our best bet.",1
Marketing: I like the fact that on both of them the keys play such a prominent role.,1
Project Manager: Because the expensive parts are in either the advanced chip.,0
"Marketing: Ninety percent of the fifteen to twenty five year old market said that they would pay more, it goes down from there, seventy six percent for twenty five to thirty five, thirty five percent for thirty five to forty five, twenty two percent for forty five to fifty five, then eight percent for fifty five to sixty five.",1
Marketing: I do not know.,0
"User Interface: What about the buttons, would Would the buttons be wood too, or.",1
"Marketing: and then if someone wants to, you know, change the contrast on their TV, they should be able to do that, it should be accessible,",1
"Marketing: Yeah, i if it Yeah, if it costs gets too much, too expensive, then yeah, we should be sticking to rubber buttons.",1
Project Manager: And then we can we can use the time better.,0
Project Manager: So one for the quick zapping possibly one you know with just that rounded part that fits into your hand.,0
"User Interface: I dunno, what is the idea for.",0
Project Manager: I kind of think it is unique enough that I'd give it a one or a two.,1
"Marketing: I'm going to draw a butterfly, because I saw a butterfly yesterday, that seemed to be like the symbol of Spring arriving.",1
Industrial Designer: I also think this concept is not what the young people were looking for.,0
"Project Manager: But the current one, you'd say would be fancy, would be too.",0
"Industrial Designer: yeah, but i basically when I'm watching TV I'm just using like five buttons or so,",1
